date,supplier_name,supplier_code,part_number,part_desc,lot_id,qty_received,qty_inspected,defects_found,defect_type,severity
2025-03-02,Cascade Pumps Inc.,S005,MN-2002,Manifold Block,LOT-250302-205,230,80,1,Cosmetic,Major
2025-03-02,Boreal Quick Disconnects,S004,CP-1001,Coldplate - 100mm,LOT-250302-687,215,58,0,,
2025-03-02,Polar Precision Machining,S002,QD-4004,Quick Disconnect - 1/4in,LOT-250302-590,175,98,0,,
2025-03-02,Boreal Quick Disconnects,S004,HS-3003,Hose Assembly - 3/8in,LOT-250302-982,192,70,2,Leak,Minor
2025-03-02,Glacier Hose & Clamp,S003,CP-1001,Coldplate - 100mm,LOT-250302-175,220,81,5,Contamination,Minor
2025-03-03,Glacier Hose & Clamp,S003,CP-1001,Coldplate - 100mm,LOT-250303-255,194,72,0,,
2025-03-03,Glacier Hose & Clamp,S003,PM-5005,Pump Module,LOT-250303-354,212,103,1,Documentation,Minor
2025-03-03,Polar Precision Machining,S002,PM-5005,Pump Module,LOT-250303-882,180,64,0,,
2025-03-03,Polar Precision Machining,S002,PM-5005,Pump Module,LOT-250303-894,165,79,1,Cosmetic,Major
2025-03-03,Glacier Hose & Clamp,S003,QD-4004,Quick Disconnect - 1/4in,LOT-250303-980,207,77,2,Dimensional OOT,Minor
2025-03-04,Polar Precision Machining,S002,HS-3003,Hose Assembly - 3/8in,LOT-250304-857,230,63,5,Dimensional OOT,Minor
2025-03-04,Boreal Quick Disconnects,S004,MN-2002,Manifold Block,LOT-250304-740,206,56,0,,
2025-03-04,Cascade Pumps Inc.,S005,HS-3003,Hose Assembly - 3/8in,LOT-250304-776,188,70,0,,
2025-03-04,Glacier Hose & Clamp,S003,MN-2002,Manifold Block,LOT-250304-260,185,91,1,Leak,Minor
2025-03-04,Glacier Hose & Clamp,S003,QD-4004,Quick Disconnect - 1/4in,LOT-250304-561,214,83,0,,
2025-03-05,Boreal Quick Disconnects,S004,HS-3003,Hose Assembly - 3/8in,LOT-250305-133,203,74,0,,
2025-03-05,Polar Precision Machining,S002,HS-3003,Hose Assembly - 3/8in,LOT-250305-564,218,89,1,Cosmetic,Major
2025-03-05,Cascade Pumps Inc.,S005,MN-2002,Manifold Block,LOT-250305-740,196,93,1,Documentation,Major
2025-03-05,Glacier Hose & Clamp,S003,MN-2002,Manifold Block,LOT-250305-763,176,72,3,Dimensional OOT,Minor
2025-03-05,Polar Precision Machining,S002,HS-3003,Hose Assembly - 3/8in,LOT-250305-269,200,98,2,Contamination,Minor
2025-03-06,Cascade Pumps Inc.,S005,PM-5005,Pump Module,LOT-250306-579,207,88,2,Documentation,Minor
2025-03-06,Boreal Quick Disconnects,S004,HS-3003,Hose Assembly - 3/8in,LOT-250306-612,207,86,4,Cosmetic,Critical
2025-03-06,ArcticManifold Ltd.,S001,QD-4004,Quick Disconnect - 1/4in,LOT-250306-542,208,100,1,Dimensional OOT,Minor
2025-03-07,Glacier Hose & Clamp,S003,HS-3003,Hose Assembly - 3/8in,LOT-250307-790,219,74,1,Leak,Minor
2025-03-07,Polar Precision Machining,S002,PM-5005,Pump Module,LOT-250307-701,184,80,0,,
2025-03-07,Cascade Pumps Inc.,S005,CP-1001,Coldplate - 100mm,LOT-250307-375,191,80,1,Documentation,Major
2025-03-08,ArcticManifold Ltd.,S001,MN-2002,Manifold Block,LOT-250308-384,205,75,2,Dimensional OOT,Major
2025-03-08,Polar Precision Machining,S002,PM-5005,Pump Module,LOT-250308-193,202,98,2,Dimensional OOT,Major
2025-03-08,Boreal Quick Disconnects,S004,HS-3003,Hose Assembly - 3/8in,LOT-250308-207,179,73,1,Dimensional OOT,Minor
2025-03-08,ArcticManifold Ltd.,S001,MN-2002,Manifold Block,LOT-250308-395,209,52,2,Leak,Major
2025-03-08,ArcticManifold Ltd.,S001,QD-4004,Quick Disconnect - 1/4in,LOT-250308-565,211,103,3,Contamination,Minor
2025-03-09,Cascade Pumps Inc.,S005,HS-3003,Hose Assembly - 3/8in,LOT-250309-513,198,61,2,Leak,Critical
2025-03-10,ArcticManifold Ltd.,S001,CP-1001,Coldplate - 100mm,LOT-250310-523,208,83,1,Cosmetic,Minor
2025-03-10,Glacier Hose & Clamp,S003,MN-2002,Manifold Block,LOT-250310-610,183,78,2,Dimensional OOT,Major
2025-03-10,ArcticManifold Ltd.,S001,QD-4004,Quick Disconnect - 1/4in,LOT-250310-662,196,79,3,Contamination,Minor
2025-03-10,Boreal Quick Disconnects,S004,HS-3003,Hose Assembly - 3/8in,LOT-250310-224,188,81,1,Dimensional OOT,Major
2025-03-10,Cascade Pumps Inc.,S005,PM-5005,Pump Module,LOT-250310-418,218,85,3,Contamination,Major
2025-03-11,ArcticManifold Ltd.,S001,PM-5005,Pump Module,LOT-250311-517,216,65,0,,
2025-03-11,ArcticManifold Ltd.,S001,MN-2002,Manifold Block,LOT-250311-572,224,78,1,Documentation,Critical
2025-03-11,Boreal Quick Disconnects,S004,CP-1001,Coldplate - 100mm,LOT-250311-833,181,59,1,Cosmetic,Minor
2025-03-11,Boreal Quick Disconnects,S004,PM-5005,Pump Module,LOT-250311-594,172,92,1,Cosmetic,Minor
2025-03-11,Glacier Hose & Clamp,S003,MN-2002,Manifold Block,LOT-250311-295,198,77,1,Dimensional OOT,Minor
2025-03-12,ArcticManifold Ltd.,S001,MN-2002,Manifold Block,LOT-250312-908,204,91,3,Contamination,Minor
2025-03-12,Polar Precision Machining,S002,QD-4004,Quick Disconnect - 1/4in,LOT-250312-373,179,116,3,Dimensional OOT,Major
2025-03-12,Glacier Hose & Clamp,S003,CP-1001,Coldplate - 100mm,LOT-250312-389,202,83,0,,
2025-03-12,Cascade Pumps Inc.,S005,HS-3003,Hose Assembly - 3/8in,LOT-250312-957,194,77,0,,
2025-03-12,Boreal Quick Disconnects,S004,PM-5005,Pump Module,LOT-250312-252,203,71,1,Documentation,Minor
2025-03-13,Polar Precision Machining,S002,QD-4004,Quick Disconnect - 1/4in,LOT-250313-656,179,107,4,Dimensional OOT,Minor
2025-03-13,Boreal Quick Disconnects,S004,QD-4004,Quick Disconnect - 1/4in,LOT-250313-429,209,95,0,,
2025-03-13,Cascade Pumps Inc.,S005,MN-2002,Manifold Block,LOT-250313-492,221,77,3,Documentation,Minor
2025-03-13,Boreal Quick Disconnects,S004,QD-4004,Quick Disconnect - 1/4in,LOT-250313-822,201,70,2,Leak,Major
2025-03-14,Cascade Pumps Inc.,S005,MN-2002,Manifold Block,LOT-250314-614,193,89,3,Dimensional OOT,Minor
2025-03-14,ArcticManifold Ltd.,S001,HS-3003,Hose Assembly - 3/8in,LOT-250314-550,202,80,1,Contamination,Major
2025-03-14,Polar Precision Machining,S002,PM-5005,Pump Module,LOT-250314-247,208,96,2,Contamination,Minor
2025-03-14,Glacier Hose & Clamp,S003,MN-2002,Manifold Block,LOT-250314-371,210,61,2,Leak,Major
2025-03-15,Boreal Quick Disconnects,S004,QD-4004,Quick Disconnect - 1/4in,LOT-250315-972,203,78,5,Cosmetic,Major
2025-03-15,Glacier Hose & Clamp,S003,PM-5005,Pump Module,LOT-250315-835,222,89,1,Dimensional OOT,Minor
2025-03-15,Boreal Quick Disconnects,S004,QD-4004,Quick Disconnect - 1/4in,LOT-250315-170,187,100,1,Contamination,Minor
2025-03-16,Polar Precision Machining,S002,HS-3003,Hose Assembly - 3/8in,LOT-250316-544,209,71,3,Documentation,Major
2025-03-16,Glacier Hose & Clamp,S003,CP-1001,Coldplate - 100mm,LOT-250316-129,185,55,2,Dimensional OOT,Major
2025-03-17,Boreal Quick Disconnects,S004,CP-1001,Coldplate - 100mm,LOT-250317-400,198,97,0,,
2025-03-18,Polar Precision Machining,S002,QD-4004,Quick Disconnect - 1/4in,LOT-250318-249,195,92,0,,
2025-03-18,ArcticManifold Ltd.,S001,PM-5005,Pump Module,LOT-250318-284,212,79,1,Dimensional OOT,Major
2025-03-18,Glacier Hose & Clamp,S003,MN-2002,Manifold Block,LOT-250318-734,174,48,2,Leak,Major
2025-03-19,Cascade Pumps Inc.,S005,PM-5005,Pump Module,LOT-250319-360,197,102,1,Leak,Minor
2025-03-19,Cascade Pumps Inc.,S005,HS-3003,Hose Assembly - 3/8in,LOT-250319-576,184,92,3,Cosmetic,Major
2025-03-20,Cascade Pumps Inc.,S005,PM-5005,Pump Module,LOT-250320-453,216,95,1,Leak,Minor
2025-03-20,Glacier Hose & Clamp,S003,HS-3003,Hose Assembly - 3/8in,LOT-250320-356,180,80,3,Cosmetic,Minor
2025-03-20,Polar Precision Machining,S002,HS-3003,Hose Assembly - 3/8in,LOT-250320-594,163,90,1,Leak,Minor
2025-03-21,ArcticManifold Ltd.,S001,QD-4004,Quick Disconnect - 1/4in,LOT-250321-816,200,82,4,Dimensional OOT,Minor
2025-03-22,Boreal Quick Disconnects,S004,QD-4004,Quick Disconnect - 1/4in,LOT-250322-802,198,111,1,Leak,Minor
2025-03-22,Cascade Pumps Inc.,S005,CP-1001,Coldplate - 100mm,LOT-250322-952,209,84,1,Contamination,Major
2025-03-22,Glacier Hose & Clamp,S003,HS-3003,Hose Assembly - 3/8in,LOT-250322-921,218,93,5,Contamination,Minor
2025-03-23,Glacier Hose & Clamp,S003,MN-2002,Manifold Block,LOT-250323-838,208,94,2,Cosmetic,Major
2025-03-23,Glacier Hose & Clamp,S003,MN-2002,Manifold Block,LOT-250323-743,208,89,0,,
2025-03-23,Cascade Pumps Inc.,S005,CP-1001,Coldplate - 100mm,LOT-250323-693,206,95,3,Leak,Minor
2025-03-24,Boreal Quick Disconnects,S004,MN-2002,Manifold Block,LOT-250324-865,203,76,1,Leak,Minor
2025-03-24,Glacier Hose & Clamp,S003,MN-2002,Manifold Block,LOT-250324-997,207,90,2,Leak,Major
2025-03-24,ArcticManifold Ltd.,S001,PM-5005,Pump Module,LOT-250324-268,215,77,1,Dimensional OOT,Minor
2025-03-25,Polar Precision Machining,S002,QD-4004,Quick Disconnect - 1/4in,LOT-250325-991,194,66,2,Documentation,Minor
2025-03-25,Polar Precision Machining,S002,CP-1001,Coldplate - 100mm,LOT-250325-872,188,104,4,Dimensional OOT,Minor
2025-03-25,ArcticManifold Ltd.,S001,QD-4004,Quick Disconnect - 1/4in,LOT-250325-474,198,80,2,Documentation,Major
2025-03-26,ArcticManifold Ltd.,S001,QD-4004,Quick Disconnect - 1/4in,LOT-250326-565,195,95,5,Leak,Minor
2025-03-27,Glacier Hose & Clamp,S003,HS-3003,Hose Assembly - 3/8in,LOT-250327-480,212,76,4,Cosmetic,Major
2025-03-27,Cascade Pumps Inc.,S005,MN-2002,Manifold Block,LOT-250327-582,194,54,0,,
2025-03-27,Polar Precision Machining,S002,PM-5005,Pump Module,LOT-250327-724,192,51,1,Contamination,Minor
2025-03-28,Polar Precision Machining,S002,CP-1001,Coldplate - 100mm,LOT-250328-750,209,65,0,,
2025-03-28,ArcticManifold Ltd.,S001,QD-4004,Quick Disconnect - 1/4in,LOT-250328-518,208,107,1,Contamination,Minor
2025-03-29,ArcticManifold Ltd.,S001,CP-1001,Coldplate - 100mm,LOT-250329-604,203,79,3,Documentation,Minor
2025-03-30,Cascade Pumps Inc.,S005,MN-2002,Manifold Block,LOT-250330-564,202,87,2,Contamination,Minor
2025-03-31,Polar Precision Machining,S002,PM-5005,Pump Module,LOT-250331-258,188,58,4,Dimensional OOT,Major
2025-03-31,Glacier Hose & Clamp,S003,QD-4004,Quick Disconnect - 1/4in,LOT-250331-770,221,91,0,,
2025-03-31,ArcticManifold Ltd.,S001,QD-4004,Quick Disconnect - 1/4in,LOT-250331-386,215,69,2,Cosmetic,Critical
2025-04-01,Cascade Pumps Inc.,S005,HS-3003,Hose Assembly - 3/8in,LOT-250401-341,198,87,2,Leak,Minor
2025-04-02,Boreal Quick Disconnects,S004,HS-3003,Hose Assembly - 3/8in,LOT-250402-467,187,80,2,Dimensional OOT,Critical
2025-04-02,Cascade Pumps Inc.,S005,QD-4004,Quick Disconnect - 1/4in,LOT-250402-382,202,101,0,,
2025-04-02,Glacier Hose & Clamp,S003,CP-1001,Coldplate - 100mm,LOT-250402-193,208,105,2,Documentation,Major
2025-04-03,ArcticManifold Ltd.,S001,PM-5005,Pump Module,LOT-250403-121,179,55,0,,
2025-04-03,Cascade Pumps Inc.,S005,HS-3003,Hose Assembly - 3/8in,LOT-250403-349,186,70,0,,
2025-04-04,Cascade Pumps Inc.,S005,PM-5005,Pump Module,LOT-250404-667,201,70,2,Leak,Major
2025-04-04,ArcticManifold Ltd.,S001,PM-5005,Pump Module,LOT-250404-436,219,50,1,Leak,Major
2025-04-05,ArcticManifold Ltd.,S001,PM-5005,Pump Module,LOT-250405-248,207,76,1,Leak,Major
2025-04-05,Glacier Hose & Clamp,S003,PM-5005,Pump Module,LOT-250405-356,202,88,0,,
2025-04-06,Glacier Hose & Clamp,S003,CP-1001,Coldplate - 100mm,LOT-250406-907,201,103,1,Leak,Minor
2025-04-06,Glacier Hose & Clamp,S003,PM-5005,Pump Module,LOT-250406-153,207,63,4,Leak,Minor
2025-04-07,Polar Precision Machining,S002,QD-4004,Quick Disconnect - 1/4in,LOT-250407-587,226,81,3,Dimensional OOT,Major
2025-04-07,Boreal Quick Disconnects,S004,HS-3003,Hose Assembly - 3/8in,LOT-250407-615,177,82,2,Dimensional OOT,Minor
2025-04-08,Polar Precision Machining,S002,PM-5005,Pump Module,LOT-250408-144,209,63,0,,
2025-04-08,Polar Precision Machining,S002,PM-5005,Pump Module,LOT-250408-131,177,52,1,Leak,Major
2025-04-09,Polar Precision Machining,S002,QD-4004,Quick Disconnect - 1/4in,LOT-250409-829,198,92,2,Dimensional OOT,Minor
2025-04-10,Glacier Hose & Clamp,S003,CP-1001,Coldplate - 100mm,LOT-250410-229,180,93,3,Leak,Minor
2025-04-10,Cascade Pumps Inc.,S005,PM-5005,Pump Module,LOT-250410-432,214,72,1,Cosmetic,Minor
2025-04-10,Glacier Hose & Clamp,S003,PM-5005,Pump Module,LOT-250410-719,185,80,2,Dimensional OOT,Minor
2025-04-10,Polar Precision Machining,S002,CP-1001,Coldplate - 100mm,LOT-250410-770,215,116,3,Contamination,Minor
2025-04-11,Glacier Hose & Clamp,S003,MN-2002,Manifold Block,LOT-250411-523,185,64,1,Dimensional OOT,Major
2025-04-11,Cascade Pumps Inc.,S005,QD-4004,Quick Disconnect - 1/4in,LOT-250411-420,173,87,1,Dimensional OOT,Major
2025-04-11,Glacier Hose & Clamp,S003,HS-3003,Hose Assembly - 3/8in,LOT-250411-256,192,65,1,Cosmetic,Minor
2025-04-11,ArcticManifold Ltd.,S001,QD-4004,Quick Disconnect - 1/4in,LOT-250411-168,187,65,0,,
2025-04-11,Boreal Quick Disconnects,S004,CP-1001,Coldplate - 100mm,LOT-250411-856,212,82,4,Leak,Minor
2025-04-12,Polar Precision Machining,S002,MN-2002,Manifold Block,LOT-250412-669,188,74,0,,
2025-04-12,Glacier Hose & Clamp,S003,PM-5005,Pump Module,LOT-250412-786,208,82,3,Documentation,Minor
2025-04-12,Cascade Pumps Inc.,S005,QD-4004,Quick Disconnect - 1/4in,LOT-250412-868,205,87,3,Dimensional OOT,Major
2025-04-13,Polar Precision Machining,S002,CP-1001,Coldplate - 100mm,LOT-250413-460,182,59,1,Documentation,Major
2025-04-13,Glacier Hose & Clamp,S003,PM-5005,Pump Module,LOT-250413-619,196,93,0,,
2025-04-13,Polar Precision Machining,S002,MN-2002,Manifold Block,LOT-250413-210,197,71,2,Cosmetic,Minor
2025-04-13,ArcticManifold Ltd.,S001,PM-5005,Pump Module,LOT-250413-687,187,65,1,Dimensional OOT,Major
2025-04-14,Polar Precision Machining,S002,QD-4004,Quick Disconnect - 1/4in,LOT-250414-965,198,79,0,,
2025-04-14,Cascade Pumps Inc.,S005,PM-5005,Pump Module,LOT-250414-728,193,45,0,,
2025-04-15,Boreal Quick Disconnects,S004,PM-5005,Pump Module,LOT-250415-373,198,69,3,Documentation,Major
2025-04-15,ArcticManifold Ltd.,S001,MN-2002,Manifold Block,LOT-250415-447,197,78,3,Leak,Major
2025-04-15,Boreal Quick Disconnects,S004,CP-1001,Coldplate - 100mm,LOT-250415-773,207,99,1,Leak,Minor
2025-04-15,Boreal Quick Disconnects,S004,CP-1001,Coldplate - 100mm,LOT-250415-131,201,81,4,Leak,Major
2025-04-15,ArcticManifold Ltd.,S001,PM-5005,Pump Module,LOT-250415-320,164,74,0,,
2025-04-16,Boreal Quick Disconnects,S004,QD-4004,Quick Disconnect - 1/4in,LOT-250416-838,210,65,1,Dimensional OOT,Minor
2025-04-16,Polar Precision Machining,S002,PM-5005,Pump Module,LOT-250416-259,207,97,2,Cosmetic,Major
2025-04-16,Cascade Pumps Inc.,S005,PM-5005,Pump Module,LOT-250416-553,242,89,2,Leak,Minor
2025-04-16,Cascade Pumps Inc.,S005,QD-4004,Quick Disconnect - 1/4in,LOT-250416-379,187,99,3,Dimensional OOT,Minor
2025-04-17,Cascade Pumps Inc.,S005,PM-5005,Pump Module,LOT-250417-390,201,101,5,Leak,Minor
2025-04-17,Cascade Pumps Inc.,S005,PM-5005,Pump Module,LOT-250417-146,214,74,2,Dimensional OOT,Major
2025-04-18,Cascade Pumps Inc.,S005,PM-5005,Pump Module,LOT-250418-156,188,53,0,,
2025-04-18,ArcticManifold Ltd.,S001,MN-2002,Manifold Block,LOT-250418-240,229,76,3,Leak,Minor
2025-04-19,Glacier Hose & Clamp,S003,HS-3003,Hose Assembly - 3/8in,LOT-250419-540,206,84,3,Leak,Minor
2025-04-19,Cascade Pumps Inc.,S005,MN-2002,Manifold Block,LOT-250419-612,224,76,4,Dimensional OOT,Major
2025-04-19,Glacier Hose & Clamp,S003,HS-3003,Hose Assembly - 3/8in,LOT-250419-143,210,64,2,Leak,Major
2025-04-20,Cascade Pumps Inc.,S005,QD-4004,Quick Disconnect - 1/4in,LOT-250420-689,165,85,2,Documentation,Major
2025-04-20,Polar Precision Machining,S002,PM-5005,Pump Module,LOT-250420-396,187,87,2,Dimensional OOT,Major
2025-04-20,Polar Precision Machining,S002,QD-4004,Quick Disconnect - 1/4in,LOT-250420-121,204,88,0,,
2025-04-20,Polar Precision Machining,S002,MN-2002,Manifold Block,LOT-250420-951,219,70,1,Contamination,Major
2025-04-21,Cascade Pumps Inc.,S005,QD-4004,Quick Disconnect - 1/4in,LOT-250421-703,178,71,2,Contamination,Minor
2025-04-21,Boreal Quick Disconnects,S004,PM-5005,Pump Module,LOT-250421-863,210,72,1,Leak,Major
2025-04-21,Glacier Hose & Clamp,S003,MN-2002,Manifold Block,LOT-250421-622,202,68,4,Leak,Minor
2025-04-22,Polar Precision Machining,S002,PM-5005,Pump Module,LOT-250422-459,194,73,2,Leak,Major
2025-04-23,Polar Precision Machining,S002,CP-1001,Coldplate - 100mm,LOT-250423-716,198,83,2,Leak,Minor
2025-04-23,Polar Precision Machining,S002,CP-1001,Coldplate - 100mm,LOT-250423-281,196,97,0,,
2025-04-24,Polar Precision Machining,S002,PM-5005,Pump Module,LOT-250424-678,204,71,2,Contamination,Minor
2025-04-24,Glacier Hose & Clamp,S003,PM-5005,Pump Module,LOT-250424-423,202,104,5,Leak,Critical
2025-04-24,Glacier Hose & Clamp,S003,QD-4004,Quick Disconnect - 1/4in,LOT-250424-169,190,67,0,,
2025-04-24,ArcticManifold Ltd.,S001,QD-4004,Quick Disconnect - 1/4in,LOT-250424-705,193,94,2,Cosmetic,Major
2025-04-25,Glacier Hose & Clamp,S003,PM-5005,Pump Module,LOT-250425-175,198,69,0,,
2025-04-26,Polar Precision Machining,S002,QD-4004,Quick Disconnect - 1/4in,LOT-250426-393,188,82,2,Leak,Minor
2025-04-26,Cascade Pumps Inc.,S005,CP-1001,Coldplate - 100mm,LOT-250426-573,206,76,2,Cosmetic,Minor
2025-04-26,Glacier Hose & Clamp,S003,PM-5005,Pump Module,LOT-250426-142,195,61,1,Documentation,Major
2025-04-27,Polar Precision Machining,S002,PM-5005,Pump Module,LOT-250427-767,193,82,0,,
2025-04-27,Cascade Pumps Inc.,S005,HS-3003,Hose Assembly - 3/8in,LOT-250427-163,229,95,3,Cosmetic,Minor
2025-04-27,Polar Precision Machining,S002,CP-1001,Coldplate - 100mm,LOT-250427-930,186,62,0,,
2025-04-27,Glacier Hose & Clamp,S003,HS-3003,Hose Assembly - 3/8in,LOT-250427-761,176,36,1,Documentation,Minor
2025-04-28,Polar Precision Machining,S002,MN-2002,Manifold Block,LOT-250428-636,212,65,2,Cosmetic,Critical
2025-04-28,Polar Precision Machining,S002,PM-5005,Pump Module,LOT-250428-262,206,65,0,,
2025-04-29,Polar Precision Machining,S002,HS-3003,Hose Assembly - 3/8in,LOT-250429-795,222,93,1,Dimensional OOT,Major
2025-04-29,Glacier Hose & Clamp,S003,CP-1001,Coldplate - 100mm,LOT-250429-908,212,72,0,,
2025-04-29,Polar Precision Machining,S002,HS-3003,Hose Assembly - 3/8in,LOT-250429-794,222,43,1,Leak,Minor
2025-04-30,Boreal Quick Disconnects,S004,HS-3003,Hose Assembly - 3/8in,LOT-250430-717,221,83,2,Cosmetic,Major
2025-04-30,ArcticManifold Ltd.,S001,MN-2002,Manifold Block,LOT-250430-244,228,56,1,Dimensional OOT,Minor
2025-04-30,Cascade Pumps Inc.,S005,HS-3003,Hose Assembly - 3/8in,LOT-250430-778,206,60,6,Leak,Major
2025-04-30,Cascade Pumps Inc.,S005,MN-2002,Manifold Block,LOT-250430-417,204,68,2,Cosmetic,Critical
2025-05-01,Cascade Pumps Inc.,S005,HS-3003,Hose Assembly - 3/8in,LOT-250501-948,202,75,2,Contamination,Major
2025-05-01,Glacier Hose & Clamp,S003,PM-5005,Pump Module,LOT-250501-195,202,63,0,,
2025-05-01,Glacier Hose & Clamp,S003,QD-4004,Quick Disconnect - 1/4in,LOT-250501-416,230,73,2,Dimensional OOT,Minor
